date,open,high,low,close,volume
1995-12-26,4.1613,4.2231,4.1525,4.1878,1586950
1995-12-27,4.1966,4.2407,4.1437,4.1525,2278644
1995-12-28,4.0908,4.0996,4.0203,4.0291,4510094
1995-12-29,4.0292,4.0909,4.0027,4.0027,3942973
1996-01-02,4.0467,4.1437,4.0115,4.1349,4433190
1996-01-03,4.1349,4.1878,4.0622,4.0732,5126124
1996-01-04,4.1438,4.1526,3.9498,4.0556,7071499
1996-01-05,4.0292,4.1438,4.0027,4.0556,4615230
1996-01-08,4.0997,4.1173,4.0468,4.0644,1237407
1996-01-09,4.0644,4.0732,3.8616,3.8792,7766638
1996-01-10,3.8263,3.8792,3.7558,3.8175,9694334
1996-01-11,3.9365,4.0291,3.8352,4.0115,5908406
1996-01-12,4.0291,4.0555,3.8968,3.9938,4952534
1996-01-15,3.9938,4.0026,3.7635,3.7646,7520962
1996-01-16,3.7999,3.9409,3.6676,3.9321,10628505
1996-01-17,3.5927,3.7118,3.5134,3.5266,38554934
1996-01-18,3.5795,3.6324,3.5442,3.5971,9360303
1996-01-19,3.6235,3.6411,3.5706,3.6235,9059286
1996-01-22,3.6235,3.704,3.5971,3.6676,7533589
1996-01-23,3.6852,3.7293,3.6852,3.7161,4883837
1996-01-24,3.7646,3.8792,3.7382,3.8616,6637523
1996-01-25,3.9145,4.0115,3.8352,3.8528,8129974
1996-01-26,3.8175,3.8792,3.7822,3.8792,4712368
1996-01-29,3.9144,3.9144,3.8263,3.8395,2761854
1996-01-30,3.8468,3.8644,3.7938,3.8203,3037877
1996-01-31,3.838,3.9129,3.7938,3.8986,5130637
1996-02-01,3.8821,3.9879,3.8721,3.9703,4720203
1996-02-02,3.9791,4.0321,3.9527,4.0056,3631932
1996-02-05,4.0321,4.1291,4.0144,4.1291,4771461
1996-02-06,4.1556,4.235,4.1203,4.1997,6044745
1996-02-07,4.1733,4.2041,4.0586,4.1115,4983999
1996-02-08,4.1026,4.1126,4.0232,4.085,3444220
1996-02-09,4.085,4.1379,4.0497,4.0938,3531171
1996-02-12,4.0939,4.1644,4.0939,4.1104,3298179
1996-02-13,3.988,4.085,3.9527,4.0321,5505348
1996-02-14,4.0321,4.0938,4.0144,4.0938,3488652
1996-02-15,4.0761,4.1114,4.0497,4.0585,3392652
1996-02-16,4.0761,4.1467,4.0409,4.0629,3435111
1996-02-20,4.0409,4.1291,4.0321,4.085,2905531
1996-02-21,4.1115,4.1821,4.0762,4.1821,3415869
1996-02-22,4.1997,4.3232,4.1733,4.3056,6315878
1996-02-23,4.3144,4.3497,4.2515,4.2923,4036367
1996-02-26,4.288,4.3144,4.235,4.2615,2519496
1996-02-27,4.2614,4.2879,4.235,4.2526,2552830
1996-02-28,4.2703,4.3408,4.2703,4.2879,3004734
1996-02-29,4.235,4.2439,4.1468,4.1512,5181017
1996-03-01,4.0674,4.0762,3.8821,3.9571,10237087
1996-03-04,3.9615,3.9703,3.8645,3.8733,4961025
1996-03-05,3.882,3.9438,3.8644,3.9085,4224821
1996-03-06,3.8909,3.9262,3.7541,3.7762,4792428
1996-03-07,3.7673,3.7938,3.7232,3.7497,5273572
1996-03-08,3.6439,3.8203,3.635,3.7762,7899782
1996-03-11,3.8115,3.9085,3.8015,3.8997,5311780
1996-03-12,3.8909,3.8998,3.8159,3.8733,3432744
1996-03-13,3.9262,4.0144,3.8733,3.9615,4879224
